Geneid	Chr	Start	End	Strand	Length	WT3_S11
PFLU_5540	NC_012660.1	6065107	6065472	-	366	1048
PFLU_5541	NC_012660.1	6066185	6066628	-	444	110
PFLU_5542	NC_012660.1	6066639	6067385	-	747	119
PFLU_5543	NC_012660.1	6067378	6068334	-	957	55
PFLU_5544	NC_012660.1	6074272	6075468	-	1197	340
PFLU_5545	NC_012660.1	6075677	6077092	+	1416	597
PFLU_5546	NC_012660.1	6077099	6078187	+	1089	325
PFLU_5547	NC_012660.1	6078270	6078617	-	348	4031
PFLU_5548	NC_012660.1	6078786	6079817	-	1032	531
PFLU_5549	NC_012660.1	6079954	6080379	+	426	66
PFLU_5550	NC_012660.1	6080407	6081366	+	960	214
PFLU_5551	NC_012660.1	6081438	6082397	+	960	142
PFLU_5552	NC_012660.1	6082464	6083249	+	786	237
PFLU_5553	NC_012660.1	6083299	6083634	+	336	328
PFLU_5554	NC_012660.1	6083755	6084399	+	645	83
PFLU_5555	NC_012660.1	6084478	6084897	-	420	149
PFLU_5556	NC_012660.1	6085145	6085786	+	642	3269
PFLU_5557	NC_012660.1	6085789	6086481	-	693	137
PFLU_5558	NC_012660.1	6086646	6087479	-	834	1923
PFLU_5559	NC_012660.1	6087479	6088525	-	1047	205
PFLU_5560	NC_012660.1	6088538	6089128	-	591	84
PFLU_5561	NC_012660.1	6089142	6090620	-	1479	212
PFLU_5562	NC_012660.1	6090694	6091509	-	816	81
PFLU_5563	NC_012660.1	6091509	6092180	-	672	116
PFLU_5564	NC_012660.1	6092268	6093413	-	1146	261
PFLU_5565	NC_012660.1	6093634	6094455	-	822	201
PFLU_5566	NC_012660.1	6094471	6095715	-	1245	223
PFLU_5567	NC_012660.1	6095924	6096961	-	1038	369
PFLU_5568	NC_012660.1	6097008	6098117	-	1110	406
PFLU_5569	NC_012660.1	6098335	6098961	-	627	82
PFLU_5570	NC_012660.1	6098983	6100974	-	1992	223
PFLU_5571	NC_012660.1	6101052	6102023	+	972	110
PFLU_5572	NC_012660.1	6102112	6102876	-	765	330
PFLU_5573	NC_012660.1	6102881	6103552	-	672	858
PFLU_5574	NC_012660.1	6103552	6104574	-	1023	1093
PFLU_5575	NC_012660.1	6104705	6107512	+	2808	734
PFLU_5576	NC_012660.1	6107496	6108827	+	1332	387
PFLU_5577	NC_012660.1	6108827	6109813	+	987	77
PFLU_5578	NC_012660.1	6109813	6110622	+	810	37
PFLU_5579	NC_012660.1	6110732	6111109	+	378	80
PFLU_5580	NC_012660.1	6111112	6111960	+	849	59
PFLU_5581	NC_012660.1	6111973	6112299	+	327	26
PFLU_5582	NC_012660.1	6112587	6114506	+	1920	7674
PFLU_5583	NC_012660.1	6114623	6115891	+	1269	1438
PFLU_5584	NC_012660.1	6115891	6117453	+	1563	1766
PFLU_5585	NC_012660.1	6117520	6118746	+	1227	345
PFLU_5586	NC_012660.1	6118808	6119323	-	516	61
PFLU_5587	NC_012660.1	6119317	6119667	-	351	58
PFLU_5588	NC_012660.1	6119742	6120308	+	567	335
PFLU_5589	NC_012660.1	6120348	6121370	-	1023	219
PFLU_5590	NC_012660.1	6121483	6121872	-	390	321
PFLU_5591	NC_012660.1	6122230	6124197	+	1968	424
PFLU_5592	NC_012660.1	6124268	6126115	+	1848	4054
PFLU_5593	NC_012660.1	6126240	6129980	+	3741	435
PFLU_5594	NC_012660.1	6130126	6130605	+	480	28
PFLU_5595	NC_012660.1	6130755	6132455	+	1701	224
PFLU_5596	NC_012660.1	6132469	6133260	+	792	135
PFLU_5597	NC_012660.1	6133293	6135653	+	2361	1191
PFLU_5598	NC_012660.1	6135816	6135887	+	72	106
PFLU_5599	NC_012660.1	6135957	6136865	+	909	110
PFLU_5600	NC_012660.1	6136880	6137629	+	750	66
PFLU_5601	NC_012660.1	6137629	6137901	+	273	62
PFLU_5602	NC_012660.1	6137897	6139024	+	1128	168
PFLU_5603	NC_012660.1	6139036	6139191	-	156	55
PFLU_5604	NC_012660.1	6139380	6140645	-	1266	76
PFLU_5605	NC_012660.1	6140855	6141751	+	897	37
PFLU_5606	NC_012660.1	6141984	6143759	-	1776	1525
PFLU_5607	NC_012660.1	6143886	6145652	-	1767	504
PFLU_5608	NC_012660.1	6145746	6147053	-	1308	36
PFLU_5609	NC_012660.1	6147243	6149045	-	1803	144
PFLU_5610	NC_012660.1	6149381	6149659	-	279	40379
PFLU_5611	NC_012660.1	6149769	6150446	-	678	1472
PFLU_5612	NC_012660.1	6150446	6151255	-	810	495
PFLU_5613	NC_012660.1	6151251	6151979	-	729	467
PFLU_5614	NC_012660.1	6151975	6153153	-	1179	64
PFLU_5615	NC_012660.1	6153333	6154385	-	1053	296
PFLU_5616	NC_012660.1	6154478	6155212	+	735	18
PFLU_5617	NC_012660.1	6155274	6156035	+	762	195
PFLU_5618	NC_012660.1	6156118	6158013	+	1896	36
PFLU_5619	NC_012660.1	6158202	6159173	+	972	185
PFLU_5621	NC_012660.1	6159348	6160229	+	882	418
PFLU_5622	NC_012660.1	6160459	6160968	-	510	440
PFLU_5623	NC_012660.1	6161235	6163409	+	2175	688
PFLU_5624	NC_012660.1	6163576	6163965	-	390	9778
PFLU_5625	NC_012660.1	6164266	6166197	+	1932	269
PFLU_5626	NC_012660.1	6166197	6166901	+	705	121
PFLU_5627	NC_012660.1	6167161	6167676	+	516	274
PFLU_5628	NC_012660.1	6167682	6168641	+	960	244
PFLU_5629	NC_012660.1	6168801	6171227	+	2427	177
PFLU_5630	NC_012660.1	6171294	6172394	+	1101	24
PFLU_5631	NC_012660.1	6172394	6172567	+	174	0
PFLU_5632	NC_012660.1	6172704	6173690	+	987	153
PFLU_5633	NC_012660.1	6173743	6174501	+	759	13
PFLU_5634	NC_012660.1	6174614	6175330	+	717	23
PFLU_5635	NC_012660.1	6175330	6176037	+	708	3
PFLU_5636	NC_012660.1	6176080	6176865	+	786	213
PFLU_5637	NC_012660.1	6176946	6177575	+	630	55
PFLU_5638	NC_012660.1	6177708	6178319	+	612	112
PFLU_5639	NC_012660.1	6178580	6179950	-	1371	55
PFLU_5640	NC_012660.1	6180005	6181441	-	1437	38
PFLU_5641	NC_012660.1	6181444	6182109	-	666	96
PFLU_5642	NC_012660.1	6182122	6182619	-	498	68
PFLU_5643	NC_012660.1	6182793	6183677	+	885	44
PFLU_5644	NC_012660.1	6183680	6184249	-	570	76
PFLU_5645	NC_012660.1	6184356	6184841	+	486	33
PFLU_5646	NC_012660.1	6184974	6186170	-	1197	288
PFLU_5647	NC_012660.1	6186375	6187229	-	855	118
PFLU_5648	NC_012660.1	6187243	6187872	-	630	89
PFLU_5649	NC_012660.1	6188000	6191014	-	3015	657
PFLU_5650	NC_012660.1	6191014	6191313	-	300	22
PFLU_5651	NC_012660.1	6191332	6192579	-	1248	183
PFLU_5652	NC_012660.1	6192605	6193855	-	1251	286
PFLU_5653	NC_012660.1	6194095	6194802	-	708	61
PFLU_5654	NC_012660.1	6194911	6195948	+	1038	151
PFLU_5656	NC_012660.1	6196443	6198257	-	1815	193
PFLU_5657	NC_012660.1	6198528	6199976	+	1449	39
PFLU_5658	NC_012660.1	6199976	6200788	+	813	228
PFLU_5659	NC_012660.1	6200798	6201895	-	1098	226
PFLU_5660	NC_012660.1	6202176	6203468	+	1293	176
PFLU_5661	NC_012660.1	6204398	6205165	-	768	85
PFLU_5662	NC_012660.1	6205179	6206396	-	1218	86
PFLU_5663	NC_012660.1	6206399	6208354	-	1956	107
PFLU_5664	NC_012660.1	6208529	6210586	-	2058	218
PFLU_5665	NC_012660.1	6210605	6211132	-	528	32
PFLU_5666	NC_012660.1	6211205	6212179	-	975	259
PFLU_5667	NC_012660.1	6212399	6212797	+	399	268
PFLU_5668	NC_012660.1	6212807	6214042	-	1236	283
PFLU_5669	NC_012660.1	6214042	6214335	-	294	208
PFLU_5670	NC_012660.1	6214553	6214966	+	414	15
PFLU_5671	NC_012660.1	6215096	6216271	-	1176	97
PFLU_5672	NC_012660.1	6216343	6217284	-	942	108
PFLU_5673	NC_012660.1	6217478	6218419	+	942	67
PFLU_5674	NC_012660.1	6218510	6219394	+	885	13
PFLU_5675	NC_012660.1	6219463	6220425	+	963	45
PFLU_5676	NC_012660.1	6220442	6220939	+	498	72
PFLU_5677	NC_012660.1	6221167	6221427	+	261	268
PFLU_5678	NC_012660.1	6221529	6222629	-	1101	4099
PFLU_5679	NC_012660.1	6223164	6224537	-	1374	99
PFLU_5680	NC_012660.1	6224954	6225898	+	945	287
PFLU_5681	NC_012660.1	6225970	6226812	+	843	129
PFLU_5682	NC_012660.1	6226812	6227987	+	1176	141
PFLU_5683	NC_012660.1	6228182	6230170	-	1989	61
PFLU_5684	NC_012660.1	6230503	6231093	+	591	64
PFLU_5685	NC_012660.1	6231207	6232676	+	1470	183
PFLU_5686	NC_012660.1	6232822	6234522	+	1701	153
PFLU_5687	NC_012660.1	6234717	6236156	+	1440	82
PFLU_5688	NC_012660.1	6236159	6237472	+	1314	343
PFLU_5689	NC_012660.1	6237700	6238587	+	888	89
PFLU_5690	NC_012660.1	6238627	6240051	+	1425	314
PFLU_5691	NC_012660.1	6240137	6241519	+	1383	170
PFLU_5692	NC_012660.1	6241721	6242896	+	1176	188
PFLU_5693	NC_012660.1	6243126	6245306	+	2181	367
PFLU_5694	NC_012660.1	6245418	6246152	-	735	638
PFLU_5695	NC_012660.1	6246354	6246803	+	450	174
PFLU_5696	NC_012660.1	6246914	6247207	-	294	52
PFLU_5697	NC_012660.1	6247230	6247727	-	498	62
PFLU_5698	NC_012660.1	6247774	6249876	-	2103	453
PFLU_5699	NC_012660.1	6250130	6250849	-	720	99
PFLU_5700	NC_012660.1	6250919	6251353	-	435	3
PFLU_5701	NC_012660.1	6251650	6252711	-	1062	425
PFLU_5702	NC_012660.1	6252995	6253324	-	330	818
PFLU_5704	NC_012660.1	6253389	6253637	-	249	190
PFLU_5705	NC_012660.1	6253646	6254806	-	1161	124
PFLU_5706	NC_012660.1	6254827	6255879	-	1053	192
PFLU_5707	NC_012660.1	6256021	6258015	-	1995	457
PFLU_5708	NC_012660.1	6258275	6259267	+	993	214
PFLU_5709	NC_012660.1	6259290	6260477	+	1188	356
PFLU_5710	NC_012660.1	6260637	6261050	+	414	48
PFLU_5711	NC_012660.1	6261149	6262810	+	1662	83
PFLU_5712	NC_012660.1	6262856	6263248	+	393	21
PFLU_5713	NC_012660.1	6263261	6263707	-	447	47
PFLU_5714	NC_012660.1	6263837	6265018	+	1182	153
PFLU_5715	NC_012660.1	6265255	6265641	-	387	379
PFLU_5716	NC_012660.1	6265844	6267100	+	1257	169
PFLU_5717	NC_012660.1	6267100	6267984	-	885	397
PFLU_5718	NC_012660.1	6268059	6269987	-	1929	128
PFLU_5719	NC_012660.1	6270088	6270489	-	402	43
PFLU_5720	NC_012660.1	6270816	6272222	+	1407	465
PFLU_5721	NC_012660.1	6272412	6273254	+	843	183
PFLU_5722	NC_012660.1	6273336	6274415	+	1080	101
PFLU_5723	NC_012660.1	6274482	6275270	+	789	218
PFLU_5724	NC_012660.1	6275495	6277378	+	1884	376
PFLU_5725	NC_012660.1	6277586	6278161	-	576	529
PFLU_5726	NC_012660.1	6278197	6278745	-	549	278
PFLU_5727	NC_012660.1	6279019	6280422	+	1404	166
PFLU_5728	NC_012660.1	6280477	6281193	+	717	45
PFLU_5729	NC_012660.1	6281230	6282129	-	900	689
PFLU_5730	NC_012660.1	6282157	6282504	-	348	158
PFLU_5731	NC_012660.1	6282518	6283738	-	1221	2648
PFLU_5732	NC_012660.1	6283847	6284746	+	900	291
PFLU_5733	NC_012660.1	6284792	6285406	-	615	106
PFLU_5734	NC_012660.1	6285551	6286468	+	918	55
PFLU_5735	NC_012660.1	6286597	6287358	-	762	70
PFLU_5736	NC_012660.1	6287363	6287764	-	402	48
PFLU_5737	NC_012660.1	6287835	6288731	-	897	50
PFLU_5738	NC_012660.1	6288731	6289321	-	591	64
PFLU_5739	NC_012660.1	6289321	6290088	-	768	142
PFLU_5740	NC_012660.1	6290088	6290927	-	840	94
PFLU_5741	NC_012660.1	6290923	6291219	-	297	22
PFLU_5742	NC_012660.1	6291222	6292052	-	831	47
PFLU_5743	NC_012660.1	6292056	6293723	-	1668	285
PFLU_5744	NC_012660.1	6293952	6297428	+	3477	268
PFLU_5747	NC_012660.1	6298424	6298876	-	453	14
PFLU_5748	NC_012660.1	6298872	6304688	-	5817	269
PFLU_5749	NC_012660.1	6304797	6306845	-	2049	166
PFLU_5750	NC_012660.1	6306845	6307366	-	522	93
PFLU_5751	NC_012660.1	6307382	6307744	-	363	119
PFLU_5752	NC_012660.1	6307794	6308198	-	405	312
PFLU_5753	NC_012660.1	6308438	6309388	+	951	176
PFLU_5754	NC_012660.1	6309469	6310371	+	903	30
PFLU_5755	NC_012660.1	6310557	6311123	+	567	286
PFLU_5756	NC_012660.1	6311126	6311560	+	435	34
PFLU_5757	NC_012660.1	6311637	6312140	+	504	14
PFLU_5758	NC_012660.1	6312168	6313169	+	1002	89
PFLU_5759	NC_012660.1	6313169	6314437	+	1269	278
PFLU_5760	NC_012660.1	6314529	6314954	-	426	1998
PFLU_5761	NC_012660.1	6315205	6315837	+	633	283
PFLU_5762	NC_012660.1	6316036	6317067	-	1032	120
PFLU_5763	NC_012660.1	6317125	6317808	+	684	36
PFLU_5764	NC_012660.1	6317845	6318660	+	816	50
PFLU_5765	NC_012660.1	6318673	6319260	+	588	80
PFLU_5766	NC_012660.1	6319399	6320535	+	1137	134
PFLU_5767	NC_012660.1	6320546	6321163	+	618	252
PFLU_5768	NC_012660.1	6321188	6321619	+	432	36
PFLU_5769	NC_012660.1	6321622	6322212	+	591	63
PFLU_5770	NC_012660.1	6322275	6323411	+	1137	63
PFLU_5771	NC_012660.1	6323432	6323752	+	321	34
PFLU_5772	NC_012660.1	6323901	6324623	-	723	64
PFLU_5773	NC_012660.1	6324636	6325427	-	792	91
PFLU_5774	NC_012660.1	6325483	6325680	-	198	29
PFLU_5775	NC_012660.1	6325755	6326129	-	375	135
PFLU_5776	NC_012660.1	6326204	6326923	+	720	114
PFLU_5777	NC_012660.1	6327058	6327909	-	852	9712
PFLU_5778	NC_012660.1	6328042	6329064	-	1023	442
PFLU_5779	NC_012660.1	6329064	6329732	-	669	144
PFLU_5780	NC_012660.1	6329732	6331138	-	1407	223
PFLU_5782	NC_012660.1	6331476	6332828	+	1353	42
PFLU_5783	NC_012660.1	6332824	6334311	+	1488	154
PFLU_5784	NC_012660.1	6334314	6334928	+	615	51
PFLU_5785	NC_012660.1	6335111	6336100	+	990	163
PFLU_5786	NC_012660.1	6336093	6336944	-	852	467
PFLU_5787	NC_012660.1	6336981	6337649	-	669	146
PFLU_5788	NC_012660.1	6337796	6339220	+	1425	1849
PFLU_5789	NC_012660.1	6339252	6339794	+	543	535
PFLU_5790	NC_012660.1	6339880	6341472	+	1593	370
PFLU_5791	NC_012660.1	6341579	6342055	+	477	86
PFLU_5792	NC_012660.1	6342331	6342579	+	249	110
PFLU_5793	NC_012660.1	6342687	6343496	-	810	378
PFLU_5794	NC_012660.1	6343521	6344384	-	864	365
PFLU_5795	NC_012660.1	6344625	6345818	+	1194	53
PFLU_5796	NC_012660.1	6345947	6347134	+	1188	201
PFLU_5797	NC_012660.1	6347378	6349216	+	1839	1239
PFLU_5798	NC_012660.1	6349318	6351762	-	2445	272
PFLU_5799	NC_012660.1	6351897	6352841	-	945	64
PFLU_5800	NC_012660.1	6352841	6353371	-	531	80
PFLU_5801	NC_012660.1	6353588	6354643	-	1056	97
PFLU_5802	NC_012660.1	6354886	6356274	+	1389	115
PFLU_5803	NC_012660.1	6356342	6356884	-	543	244
PFLU_5804	NC_012660.1	6356954	6358330	+	1377	55
PFLU_5805	NC_012660.1	6358326	6359681	+	1356	124
PFLU_5806	NC_012660.1	6359697	6360257	-	561	49
PFLU_5807	NC_012660.1	6360402	6360950	-	549	30
PFLU_5808	NC_012660.1	6360953	6362083	-	1131	35
PFLU_5809	NC_012660.1	6362212	6363231	-	1020	32
PFLU_5810	NC_012660.1	6363253	6364965	-	1713	36
PFLU_5811	NC_012660.1	6364961	6366022	-	1062	48
PFLU_5812	NC_012660.1	6366249	6367109	-	861	450
PFLU_5813	NC_012660.1	6367129	6369378	-	2250	991
PFLU_5814	NC_012660.1	6369464	6369901	+	438	92
PFLU_5815	NC_012660.1	6370036	6370866	-	831	233
PFLU_5816	NC_012660.1	6370921	6371730	-	810	358
PFLU_5817	NC_012660.1	6371811	6372590	-	780	63
PFLU_5818	NC_012660.1	6372712	6373455	+	744	366
PFLU_5819	NC_012660.1	6373737	6376013	-	2277	1588
PFLU_5820	NC_012660.1	6376039	6376515	-	477	298
PFLU_5821	NC_012660.1	6376659	6377312	+	654	238
PFLU_5822	NC_012660.1	6377421	6377831	-	411	235
PFLU_5823	NC_012660.1	6377875	6379386	-	1512	97
PFLU_5824	NC_012660.1	6379523	6380191	+	669	48
PFLU_5825	NC_012660.1	6380225	6381136	-	912	56
PFLU_5826	NC_012660.1	6381260	6382183	-	924	83
PFLU_5827	NC_012660.1	6382435	6383097	-	663	249
PFLU_5828	NC_012660.1	6383122	6384513	-	1392	324
PFLU_5829	NC_012660.1	6384718	6385944	+	1227	234
PFLU_5830	NC_012660.1	6386015	6386452	-	438	216
PFLU_5831	NC_012660.1	6386582	6387079	+	498	264
PFLU_5832	NC_012660.1	6387192	6388337	+	1146	62
PFLU_5833	NC_012660.1	6388470	6388961	-	492	36
PFLU_5834	NC_012660.1	6388967	6389605	-	639	83
PFLU_5835	NC_012660.1	6389728	6390477	+	750	148
PFLU_5836	NC_012660.1	6390530	6391468	-	939	227
PFLU_5837	NC_012660.1	6391568	6392140	+	573	38
PFLU_5838	NC_012660.1	6392174	6394525	+	2352	111
PFLU_5839	NC_012660.1	6394581	6395543	-	963	66
PFLU_5839A	NC_012660.1	6395753	6396391	+	639	44
PFLU_5841	NC_012660.1	6396663	6397544	-	882	796
PFLU_5842	NC_012660.1	6397544	6398461	-	918	161
PFLU_5843	NC_012660.1	6398461	6399600	-	1140	283
PFLU_5844	NC_012660.1	6399670	6400761	-	1092	222
PFLU_5845	NC_012660.1	6401006	6402097	-	1092	904
PFLU_5846	NC_012660.1	6402296	6403657	-	1362	1678
PFLU_5847	NC_012660.1	6403720	6405075	-	1356	1379
PFLU_5848	NC_012660.1	6405159	6405395	-	237	341
PFLU_5849	NC_012660.1	6405674	6407047	+	1374	5462
PFLU_5851	NC_012660.1	6408088	6408393	-	306	120
PFLU_5852	NC_012660.1	6408536	6409162	+	627	70
PFLU_5853	NC_012660.1	6409284	6409496	-	213	37
PFLU_5854	NC_012660.1	6409528	6410331	-	804	35
PFLU_5855	NC_012660.1	6410331	6411116	-	786	362
PFLU_5856	NC_012660.1	6411129	6412274	-	1146	51
PFLU_5857	NC_012660.1	6412303	6413268	-	966	19
PFLU_5858	NC_012660.1	6413366	6413956	-	591	44
PFLU_5859	NC_012660.1	6414265	6414900	-	636	140
PFLU_5860	NC_012660.1	6415177	6416547	-	1371	864
PFLU_5862	NC_012660.1	6417459	6418757	-	1299	196
PFLU_5863	NC_012660.1	6418896	6420041	-	1146	426
PFLU_5864	NC_012660.1	6420200	6421564	+	1365	158
PFLU_5865	NC_012660.1	6421656	6422123	-	468	75
PFLU_5866	NC_012660.1	6422251	6422586	+	336	35
PFLU_5867	NC_012660.1	6422672	6424348	+	1677	126
PFLU_5868	NC_012660.1	6424429	6425346	+	918	69
PFLU_5869	NC_012660.1	6425360	6425803	+	444	44
PFLU_5870	NC_012660.1	6425876	6426187	+	312	974
PFLU_5871	NC_012660.1	6426379	6427041	+	663	51
PFLU_5872	NC_012660.1	6427203	6428339	+	1137	492
PFLU_5873	NC_012660.1	6428387	6428767	-	381	223
PFLU_5874	NC_012660.1	6428824	6429903	-	1080	241
PFLU_5875	NC_012660.1	6430063	6431676	-	1614	58
PFLU_5876	NC_012660.1	6431914	6432915	-	1002	144
PFLU_5877	NC_012660.1	6433083	6434303	-	1221	180
PFLU_5878	NC_012660.1	6434310	6434792	-	483	20
PFLU_5879	NC_012660.1	6434788	6435972	-	1185	172
PFLU_5880	NC_012660.1	6435972	6437291	-	1320	190
PFLU_5881	NC_012660.1	6437315	6437869	-	555	190
PFLU_5882	NC_012660.1	6438008	6438214	+	207	84
PFLU_5883	NC_012660.1	6438214	6438528	+	315	81
PFLU_5885	NC_012660.1	6438797	6439423	+	627	46
PFLU_5886	NC_012660.1	6439437	6439580	-	144	24
PFLU_5887	NC_012660.1	6439775	6440221	+	447	41
PFLU_5888	NC_012660.1	6440276	6441256	+	981	51
PFLU_5889	NC_012660.1	6441256	6443970	+	2715	170
PFLU_5890	NC_012660.1	6443973	6445088	+	1116	161
PFLU_5891	NC_012660.1	6445192	6445596	-	405	165
PFLU_5892	NC_012660.1	6445747	6446721	+	975	119
PFLU_5893	NC_012660.1	6447016	6448350	+	1335	72
PFLU_5894	NC_012660.1	6448353	6449003	-	651	263
PFLU_5895	NC_012660.1	6449034	6451418	-	2385	290
PFLU_5896	NC_012660.1	6451744	6452223	+	480	42
PFLU_5897	NC_012660.1	6452408	6453373	-	966	167
PFLU_5898	NC_012660.1	6453376	6454839	-	1464	670
PFLU_5899	NC_012660.1	6454902	6456887	-	1986	248
PFLU_5900	NC_012660.1	6457041	6458297	-	1257	385
PFLU_5901	NC_012660.1	6458535	6458861	-	327	252
PFLU_5902	NC_012660.1	6458986	6459678	-	693	26
PFLU_5903	NC_012660.1	6459934	6460716	+	783	16
PFLU_5904	NC_012660.1	6460734	6461399	+	666	32
PFLU_5905	NC_012660.1	6461399	6462046	+	648	56
PFLU_5906	NC_012660.1	6462036	6462764	+	729	35
PFLU_5907	NC_012660.1	6462757	6463287	-	531	84
PFLU_5908	NC_012660.1	6463295	6465769	-	2475	238
PFLU_5909	NC_012660.1	6465819	6466577	-	759	11
PFLU_5910	NC_012660.1	6466651	6467331	-	681	27
PFLU_5911	NC_012660.1	6467742	6469241	+	1500	1694
PFLU_5912	NC_012660.1	6469468	6471687	-	2220	617
PFLU_5913	NC_012660.1	6471709	6472719	-	1011	313
PFLU_5914	NC_012660.1	6472927	6473559	+	633	103
PFLU_5915	NC_012660.1	6473546	6474778	-	1233	199
PFLU_5916	NC_012660.1	6474889	6475557	+	669	996
PFLU_5917	NC_012660.1	6475936	6476388	-	453	276
PFLU_5918	NC_012660.1	6476394	6478286	-	1893	1703
PFLU_5919	NC_012660.1	6478554	6479945	+	1392	35
PFLU_5920	NC_012660.1	6479959	6480327	+	369	17
PFLU_5921	NC_012660.1	6480366	6480950	+	585	10
PFLU_5922	NC_012660.1	6480975	6481694	+	720	7
PFLU_5923	NC_012660.1	6481842	6482471	-	630	763
PFLU_5924	NC_012660.1	6482561	6483130	-	570	77
PFLU_5925	NC_012660.1	6483133	6485040	-	1908	240
PFLU_5926	NC_012660.1	6485091	6485555	+	465	918
PFLU_5927	NC_012660.1	6485558	6486781	-	1224	456
PFLU_5928	NC_012660.1	6486974	6487648	+	675	47
PFLU_5929	NC_012660.1	6487709	6488164	-	456	650
PFLU_5930	NC_012660.1	6488377	6488895	-	519	71
PFLU_5931	NC_012660.1	6489144	6490382	-	1239	639
PFLU_5932	NC_012660.1	6490391	6491500	-	1110	713
PFLU_5933	NC_012660.1	6491522	6492277	-	756	466
PFLU_5934	NC_012660.1	6492277	6493215	-	939	234
PFLU_5935	NC_012660.1	6493355	6494098	-	744	1606
PFLU_5936	NC_012660.1	6494600	6495991	+	1392	405
PFLU_5937	NC_012660.1	6496035	6496691	-	657	67
PFLU_5938	NC_012660.1	6496817	6497098	+	282	49
PFLU_5939	NC_012660.1	6497187	6497438	+	252	169
PFLU_5940	NC_012660.1	6497609	6500446	+	2838	556
PFLU_5941	NC_012660.1	6500481	6500888	-	408	43
PFLU_5942	NC_012660.1	6501023	6501238	-	216	59
PFLU_5943	NC_012660.1	6501244	6501573	-	330	192
PFLU_5944	NC_012660.1	6501812	6501979	+	168	71
PFLU_5945	NC_012660.1	6501992	6503236	+	1245	351
PFLU_5946	NC_012660.1	6503243	6504070	+	828	371
PFLU_5947	NC_012660.1	6504087	6504800	+	714	109
PFLU_5948	NC_012660.1	6504806	6505702	+	897	140
PFLU_5949	NC_012660.1	6505702	6506394	+	693	87
PFLU_5950	NC_012660.1	6506585	6506908	-	324	1910
PFLU_5951	NC_012660.1	6507015	6507437	-	423	565
PFLU_5952	NC_012660.1	6507652	6508989	-	1338	406
PFLU_5953	NC_012660.1	6509027	6509362	-	336	4147
PFLU_5954	NC_012660.1	6509783	6510040	+	258	30
PFLU_5955	NC_012660.1	6510109	6510510	+	402	15
PFLU_5956	NC_012660.1	6510607	6512100	+	1494	1066
PFLU_5957	NC_012660.1	6512178	6514151	-	1974	178
PFLU_5958	NC_012660.1	6514332	6515249	-	918	63
PFLU_5959	NC_012660.1	6515408	6516802	+	1395	7683
PFLU_5960	NC_012660.1	6516872	6518533	-	1662	998
PFLU_5961	NC_012660.1	6518790	6520796	+	2007	65
PFLU_5962	NC_012660.1	6520858	6521427	+	570	44
PFLU_5963	NC_012660.1	6521582	6523501	-	1920	539
PFLU_5964	NC_012660.1	6523638	6524042	-	405	885
PFLU_5965	NC_012660.1	6524234	6524779	-	546	312
PFLU_5966	NC_012660.1	6524899	6525969	-	1071	371
PFLU_5967	NC_012660.1	6526053	6526403	-	351	345
PFLU_5968	NC_012660.1	6526378	6527676	-	1299	1391
PFLU_5969	NC_012660.1	6527833	6528318	+	486	18
PFLU_5970	NC_012660.1	6528339	6528689	-	351	57
PFLU_5971	NC_012660.1	6528796	6530094	+	1299	96
PFLU_5972	NC_012660.1	6530102	6530365	-	264	28
PFLU_5973	NC_012660.1	6530490	6531911	+	1422	414
PFLU_5974	NC_012660.1	6531974	6533539	+	1566	87
PFLU_5975	NC_012660.1	6533581	6534720	-	1140	141
PFLU_5976	NC_012660.1	6534904	6536394	-	1491	1471
PFLU_5978	NC_012660.1	6536625	6536984	+	360	186
PFLU_5979	NC_012660.1	6537062	6537214	-	153	59
PFLU_5980	NC_012660.1	6537229	6537459	-	231	202
PFLU_5981	NC_012660.1	6537918	6539507	+	1590	266
PFLU_5982	NC_012660.1	6539570	6540241	-	672	41
PFLU_5983	NC_012660.1	6540394	6541599	+	1206	460
PFLU_5984	NC_012660.1	6541608	6542060	+	453	37
PFLU_5986	NC_012660.1	6542328	6543722	+	1395	550
PFLU_5987	NC_012660.1	6543745	6544647	+	903	331
PFLU_5988	NC_012660.1	6544800	6545441	-	642	394
PFLU_5989	NC_012660.1	6545524	6546300	+	777	2580
PFLU_5990	NC_012660.1	6546365	6546730	-	366	93
PFLU_5991	NC_012660.1	6546756	6547475	-	720	328
PFLU_5992	NC_012660.1	6547661	6548521	+	861	250
PFLU_5993	NC_012660.1	6548535	6549152	+	618	99
PFLU_5994	NC_012660.1	6549323	6549583	+	261	460
PFLU_5995	NC_012660.1	6549647	6551749	+	2103	676
PFLU_5996	NC_012660.1	6551789	6552166	+	378	83
PFLU_5997	NC_012660.1	6552223	6552966	+	744	174
PFLU_5998	NC_012660.1	6553098	6553949	-	852	1493
PFLU_5999	NC_012660.1	6554133	6555098	+	966	299
PFLU_6000	NC_012660.1	6555108	6555530	+	423	189
PFLU_6001	NC_012660.1	6555530	6556276	+	747	158
PFLU_6002	NC_012660.1	6556448	6557365	+	918	141
PFLU_6003	NC_012660.1	6557377	6559449	+	2073	162
PFLU_6004	NC_012660.1	6559530	6560927	+	1398	1853
PFLU_6005	NC_012660.1	6561042	6561479	-	438	70
PFLU_6006	NC_012660.1	6561541	6562500	-	960	308
PFLU_6007	NC_012660.1	6562552	6564273	-	1722	224
PFLU_6008	NC_012660.1	6564269	6565450	-	1182	1274
