Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU4915,PFLU_4915,ruvC,Holliday junction resolvase,nucleic acid binding
PFLU4915,PFLU_4915,ruvC,Holliday junction resolvase,crossover junction endodeoxyribonuclease activity
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,nucleotide binding
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,aminoacyl-tRNA ligase activity
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,ATP binding
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,tRNA aminoacylation for protein translation
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,cytoplasm
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,nucleic acid binding
PFLU4917,PFLU_4917,aspS,aspartyl-tRNA synthetase,ligase activity
PFLU4920,PFLU_4920,PFLU_4920,putative ferritin DPS family DNA binding protein,"oxidoreductase activity, oxidizing metal ions"
PFLU4920,PFLU_4920,PFLU_4920,putative ferritin DPS family DNA binding protein,oxidation-reduction process
PFLU4920,PFLU_4920,PFLU_4920,putative ferritin DPS family DNA binding protein,cellular iron ion homeostasis
PFLU4920,PFLU_4920,PFLU_4920,putative ferritin DPS family DNA binding protein,ferric iron binding
PFLU4922,PFLU_4922,cspC,cold shock protein cspc,nucleic acid binding
PFLU4924,PFLU_4924,PFLU_4924,hypothetical protein,catalytic activity
PFLU4925,PFLU_4925,PFLU_4925,putative family S43 non-peptidase protein,integral component of membrane
PFLU4926,PFLU_4926,PFLU_4926,putative transmembrane protein,membrane
PFLU4926,PFLU_4926,PFLU_4926,putative transmembrane protein,transmembrane transport
PFLU4928,PFLU_4928,PFLU_4928,2-dehydropantoate 2-reductase,oxidation-reduction process
PFLU4928,PFLU_4928,PFLU_4928,2-dehydropantoate 2-reductase,oxidoreductase activity
PFLU4928,PFLU_4928,PFLU_4928,2-dehydropantoate 2-reductase,2-dehydropantoate 2-reductase activity
PFLU4928,PFLU_4928,PFLU_4928,2-dehydropantoate 2-reductase,pantothenate biosynthetic process
PFLU4929,PFLU_4929,PFLU_4929,putative two-component system sensor kinase,phosphorelay sensor kinase activity
PFLU4929,PFLU_4929,PFLU_4929,putative two-component system sensor kinase,signal transduction
PFLU4929,PFLU_4929,PFLU_4929,putative two-component system sensor kinase,integral component of membrane
PFLU4929,PFLU_4929,PFLU_4929,putative two-component system sensor kinase,phosphorylation
PFLU4929,PFLU_4929,PFLU_4929,putative two-component system sensor kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU4931,PFLU_4931,PFLU_4931,hypothetical protein,DNA repair
PFLU4931,PFLU_4931,PFLU_4931,hypothetical protein,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
PFLU4931,PFLU_4931,PFLU_4931,hypothetical protein,hydrolase activity
PFLU4931,PFLU_4931,PFLU_4931,hypothetical protein,catalytic activity
PFLU4932,PFLU_4932,argJ,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein,glutamate N-acetyltransferase activity
PFLU4932,PFLU_4932,argJ,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein,arginine biosynthetic process
PFLU4933,PFLU_4933,secA,preprotein translocase subunit SecA,ATP binding
PFLU4933,PFLU_4933,secA,preprotein translocase subunit SecA,protein targeting
PFLU4933,PFLU_4933,secA,preprotein translocase subunit SecA,intracellular protein transport
PFLU4933,PFLU_4933,secA,preprotein translocase subunit SecA,membrane
PFLU4933,PFLU_4933,secA,preprotein translocase subunit SecA,protein import
PFLU4936,PFLU_4936,PFLU_4936,putative methyl-accepting chemotaxis protein,signal transduction
PFLU4936,PFLU_4936,PFLU_4936,putative methyl-accepting chemotaxis protein,membrane
PFLU4936,PFLU_4936,PFLU_4936,putative methyl-accepting chemotaxis protein,integral component of membrane
PFLU4938,PFLU_4938,purU,formyltetrahydrofolate deformylase,'de novo' IMP biosynthetic process
PFLU4938,PFLU_4938,purU,formyltetrahydrofolate deformylase,formyltetrahydrofolate deformylase activity
PFLU4938,PFLU_4938,purU,formyltetrahydrofolate deformylase,biosynthetic process
PFLU4938,PFLU_4938,purU,formyltetrahydrofolate deformylase,"hydroxymethyl-, formyl- and related transferase activity"
PFLU4940,PFLU_4940,sbcB,exonuclease I,exodeoxyribonuclease activity
PFLU4940,PFLU_4940,sbcB,exonuclease I,DNA repair
PFLU4940,PFLU_4940,sbcB,exonuclease I,exodeoxyribonuclease I activity
PFLU4940,PFLU_4940,sbcB,exonuclease I,nucleic acid binding
PFLU4945,PFLU_4945,PFLU_4945,putative regulatory protein,ATP binding
PFLU4945,PFLU_4945,PFLU_4945,putative regulatory protein,ATPase activity
PFLU4947,PFLU_4947,PFLU_4947,hypothetical protein,cyclic-di-GMP binding
PFLU4948,PFLU_4948,PFLU_4948,putative lipoprotein,protein binding
PFLU4949,PFLU_4949,PFLU_4949,pyruvate kinase,pyruvate kinase activity
PFLU4949,PFLU_4949,PFLU_4949,pyruvate kinase,glycolytic process
PFLU4949,PFLU_4949,PFLU_4949,pyruvate kinase,catalytic activity
PFLU4949,PFLU_4949,PFLU_4949,pyruvate kinase,magnesium ion binding
PFLU4949,PFLU_4949,PFLU_4949,pyruvate kinase,potassium ion binding
PFLU4950,PFLU_4950,PFLU_4950,enoyl-CoA hydratase/isomerase family protein,catalytic activity
PFLU4951,PFLU_4951,PFLU_4951,hypothetical protein,electron transfer activity
PFLU4951,PFLU_4951,PFLU_4951,hypothetical protein,iron-sulfur cluster binding
PFLU4951,PFLU_4951,PFLU_4951,hypothetical protein,oxidoreductase activity
PFLU4951,PFLU_4951,PFLU_4951,hypothetical protein,oxidation-reduction process
PFLU4952,PFLU_4952,PFLU_4952,putative fumarate hydratase,lyase activity
PFLU4952,PFLU_4952,PFLU_4952,putative fumarate hydratase,hydro-lyase activity
PFLU4952,PFLU_4952,PFLU_4952,putative fumarate hydratase,fumarate hydratase activity
PFLU4952,PFLU_4952,PFLU_4952,putative fumarate hydratase,generation of precursor metabolites and energy
PFLU4953,PFLU_4953,PFLU_4953,putative two-component system sensor histidine kinase protein,phosphorelay sensor kinase activity
PFLU4953,PFLU_4953,PFLU_4953,putative two-component system sensor histidine kinase protein,signal transduction
PFLU4953,PFLU_4953,PFLU_4953,putative two-component system sensor histidine kinase protein,phosphorylation
PFLU4953,PFLU_4953,PFLU_4953,putative two-component system sensor histidine kinase protein,"transferase activity, transferring phosphorus-containing groups"
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,ATP binding
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,"regulation of transcription, DNA-templated"
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,transcription factor binding
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,phosphorelay signal transduction system
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,sequence-specific DNA binding
PFLU4954,PFLU_4954,PFLU_4954,putative two-component system response regulator for C4-dicarboxylate transport,DNA binding
PFLU4955,PFLU_4955,PFLU_4955,alpha-ketoglutarate permease,integral component of membrane
PFLU4955,PFLU_4955,PFLU_4955,alpha-ketoglutarate permease,transmembrane transporter activity
PFLU4955,PFLU_4955,PFLU_4955,alpha-ketoglutarate permease,transmembrane transport
PFLU4957,PFLU_4957,PFLU_4957,hypothetical protein,FMN binding
PFLU4957,PFLU_4957,PFLU_4957,hypothetical protein,obsolete cofactor binding
PFLU4960,PFLU_4960,PFLU_4960,AraC family transcriptional regulator,DNA binding
PFLU4960,PFLU_4960,PFLU_4960,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU4960,PFLU_4960,PFLU_4960,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4960,PFLU_4960,PFLU_4960,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU4961,PFLU_4961,PFLU_4961,putative two-component sensor histidine kinase transcriptional regulatory protein,signal transduction
PFLU4961,PFLU_4961,PFLU_4961,putative two-component sensor histidine kinase transcriptional regulatory protein,integral component of membrane
PFLU4961,PFLU_4961,PFLU_4961,putative two-component sensor histidine kinase transcriptional regulatory protein,phosphorelay sensor kinase activity
PFLU4961,PFLU_4961,PFLU_4961,putative two-component sensor histidine kinase transcriptional regulatory protein,phosphorylation
PFLU4961,PFLU_4961,PFLU_4961,putative two-component sensor histidine kinase transcriptional regulatory protein,"transferase activity, transferring phosphorus-containing groups"
PFLU4962,PFLU_4962,PFLU_4962,putative two-component response regulator,phosphorelay signal transduction system
PFLU4962,PFLU_4962,PFLU_4962,putative two-component response regulator,DNA binding
PFLU4962,PFLU_4962,PFLU_4962,putative two-component response regulator,"regulation of transcription, DNA-templated"
PFLU4963,PFLU_4963,glk,glucokinase,glucokinase activity
PFLU4963,PFLU_4963,glk,glucokinase,ATP binding
PFLU4963,PFLU_4963,glk,glucokinase,glucose binding
PFLU4963,PFLU_4963,glk,glucokinase,glycolytic process
PFLU4963,PFLU_4963,glk,glucokinase,glucose 6-phosphate metabolic process
PFLU4964,PFLU_4964,PFLU_4964,phosphogluconate dehydratase,phosphogluconate dehydratase activity
PFLU4964,PFLU_4964,PFLU_4964,phosphogluconate dehydratase,Entner-Doudoroff pathway through 6-phosphogluconate
PFLU4964,PFLU_4964,PFLU_4964,phosphogluconate dehydratase,catalytic activity
PFLU4965,PFLU_4965,PFLU_4965,glyceraldehyde 3-phosphate dehydrogenase 1,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU4965,PFLU_4965,PFLU_4965,glyceraldehyde 3-phosphate dehydrogenase 1,oxidation-reduction process
PFLU4965,PFLU_4965,PFLU_4965,glyceraldehyde 3-phosphate dehydrogenase 1,glucose metabolic process
PFLU4965,PFLU_4965,PFLU_4965,glyceraldehyde 3-phosphate dehydrogenase 1,NADP binding
PFLU4965,PFLU_4965,PFLU_4965,glyceraldehyde 3-phosphate dehydrogenase 1,NAD binding
PFLU4966,PFLU_4966,PFLU_4966,putative ECF sigma factor,DNA binding
PFLU4966,PFLU_4966,PFLU_4966,putative ECF sigma factor,DNA-binding transcription factor activity
PFLU4966,PFLU_4966,PFLU_4966,putative ECF sigma factor,"DNA-templated transcription, initiation"
PFLU4966,PFLU_4966,PFLU_4966,putative ECF sigma factor,"regulation of transcription, DNA-templated"
PFLU4966,PFLU_4966,PFLU_4966,putative ECF sigma factor,sigma factor activity
PFLU4968,PFLU_4968,PFLU_4968,putative exported heme receptor protein,outer membrane
PFLU4968,PFLU_4968,PFLU_4968,putative exported heme receptor protein,transmembrane transporter activity
PFLU4968,PFLU_4968,PFLU_4968,putative exported heme receptor protein,transmembrane transport
PFLU4968,PFLU_4968,PFLU_4968,putative exported heme receptor protein,heme transmembrane transporter activity
PFLU4968,PFLU_4968,PFLU_4968,putative exported heme receptor protein,heme transport
PFLU4969,PFLU_4969,PFLU_4969,heme utilisation protein,heme oxygenase (decyclizing) activity
PFLU4969,PFLU_4969,PFLU_4969,heme utilisation protein,heme oxidation
PFLU4969,PFLU_4969,PFLU_4969,heme utilisation protein,oxidation-reduction process
PFLU4971,PFLU_4971,PFLU_4971,putative methyl-accepting chemotaxis protein,signal transduction
PFLU4971,PFLU_4971,PFLU_4971,putative methyl-accepting chemotaxis protein,integral component of membrane
PFLU4971,PFLU_4971,PFLU_4971,putative methyl-accepting chemotaxis protein,membrane
PFLU4972,PFLU_4972,PFLU_4972,hypothetical protein,oxidoreductase activity
PFLU4973,PFLU_4973,PFLU_4973,hypothetical protein,electron transfer activity
PFLU4973,PFLU_4973,PFLU_4973,hypothetical protein,heme binding
PFLU4975,PFLU_4975,PFLU_4975,hypothetical protein,protein binding
PFLU4976,PFLU_4976,PFLU_4976,putative HlyD family secretion protein,membrane
PFLU4976,PFLU_4976,PFLU_4976,putative HlyD family secretion protein,transmembrane transporter activity
PFLU4976,PFLU_4976,PFLU_4976,putative HlyD family secretion protein,transmembrane transport
PFLU4977,PFLU_4977,PFLU_4977,multidrug efflux protein,membrane
PFLU4977,PFLU_4977,PFLU_4977,multidrug efflux protein,transmembrane transporter activity
PFLU4977,PFLU_4977,PFLU_4977,multidrug efflux protein,transmembrane transport
PFLU4978,PFLU_4978,PFLU_4978,HlyD family secretion protein,membrane
PFLU4978,PFLU_4978,PFLU_4978,HlyD family secretion protein,transmembrane transporter activity
PFLU4978,PFLU_4978,PFLU_4978,HlyD family secretion protein,transmembrane transport
PFLU4979,PFLU_4979,PFLU_4979,multidrug efflux protein,membrane
PFLU4979,PFLU_4979,PFLU_4979,multidrug efflux protein,transmembrane transporter activity
PFLU4979,PFLU_4979,PFLU_4979,multidrug efflux protein,transmembrane transport
PFLU4983,PFLU_4983,PFLU_4983,putative two-component system sensor kinase,signal transduction
PFLU4983,PFLU_4983,PFLU_4983,putative two-component system sensor kinase,integral component of membrane
PFLU4983,PFLU_4983,PFLU_4983,putative two-component system sensor kinase,phosphorelay sensor kinase activity
PFLU4983,PFLU_4983,PFLU_4983,putative two-component system sensor kinase,phosphorylation
PFLU4983,PFLU_4983,PFLU_4983,putative two-component system sensor kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU4984,PFLU_4984,PFLU_4984,putative two-component system response regulator,phosphorelay signal transduction system
PFLU4984,PFLU_4984,PFLU_4984,putative two-component system response regulator,DNA binding
PFLU4984,PFLU_4984,PFLU_4984,putative two-component system response regulator,"regulation of transcription, DNA-templated"
PFLU4985,PFLU_4985,PFLU_4985,putative sulfatase,catalytic activity
PFLU4985,PFLU_4985,PFLU_4985,putative sulfatase,sulfuric ester hydrolase activity
PFLU4987,PFLU_4987,groEL,chaperonin GroEL,protein refolding
PFLU4987,PFLU_4987,groEL,chaperonin GroEL,ATP binding
PFLU4987,PFLU_4987,groEL,chaperonin GroEL,cytoplasm
PFLU4987,PFLU_4987,groEL,chaperonin GroEL,protein folding
PFLU4988,PFLU_4988,groES,co-chaperonin GroES,protein folding
PFLU4988,PFLU_4988,groES,co-chaperonin GroES,ATP binding
PFLU4989,PFLU_4989,fxsA,FxsA protein,membrane
PFLU4990,PFLU_4990,PFLU_4990,putative pyridoxamine oxidase protein,obsolete cofactor binding
PFLU4992,PFLU_4992,PFLU_4992,putative 6-O-methylguanine DNA methyltransferase family protein,catalytic activity
PFLU4992,PFLU_4992,PFLU_4992,putative 6-O-methylguanine DNA methyltransferase family protein,DNA repair
PFLU4993,PFLU_4993,PFLU_4993,beta-lactamase induction signal transducer AmpG,acetyl-CoA transmembrane transporter activity
PFLU4993,PFLU_4993,PFLU_4993,beta-lactamase induction signal transducer AmpG,integral component of membrane
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,nucleotide binding
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,aminoacyl-tRNA ligase activity
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,ATP binding
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,tRNA aminoacylation for protein translation
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,proline-tRNA ligase activity
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,cytoplasm
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,prolyl-tRNA aminoacylation
PFLU4994,PFLU_4994,PFLU_4994,prolyl-tRNA synthetase,aminoacyl-tRNA editing activity
PFLU4996,PFLU_4996,PFLU_4996,DNA polymerase IV,DNA-directed DNA polymerase activity
PFLU4996,PFLU_4996,PFLU_4996,DNA polymerase IV,damaged DNA binding
PFLU4996,PFLU_4996,PFLU_4996,DNA polymerase IV,DNA repair
PFLU4999,PFLU_4999,PFLU_4999,single-stranded-DNA-specific exonuclease,DNA repair
PFLU4999,PFLU_4999,PFLU_4999,single-stranded-DNA-specific exonuclease,DNA recombination
PFLU4999,PFLU_4999,PFLU_4999,single-stranded-DNA-specific exonuclease,5'-3' exonuclease activity
PFLU4999,PFLU_4999,PFLU_4999,single-stranded-DNA-specific exonuclease,nucleic acid binding
PFLU5001,PFLU_5001,PFLU_5001,putative transferase,CoA-transferase activity
PFLU5005,PFLU_5005,thrC,threonine synthase,cellular amino acid metabolic process
PFLU5005,PFLU_5005,thrC,threonine synthase,pyridoxal phosphate binding
PFLU5006,PFLU_5006,PFLU_5006,homoserine dehydrogenase,oxidoreductase activity
PFLU5006,PFLU_5006,PFLU_5006,homoserine dehydrogenase,NADP binding
PFLU5006,PFLU_5006,PFLU_5006,homoserine dehydrogenase,oxidation-reduction process
PFLU5006,PFLU_5006,PFLU_5006,homoserine dehydrogenase,homoserine dehydrogenase activity
PFLU5006,PFLU_5006,PFLU_5006,homoserine dehydrogenase,cellular amino acid metabolic process
PFLU5007,PFLU_5007,PFLU_5007,protein disulfide isomerase II,cell redox homeostasis
PFLU5007,PFLU_5007,PFLU_5007,protein disulfide isomerase II,periplasmic space
PFLU5008,PFLU_5008,xerD,site-specific tyrosine recombinase XerD,DNA binding
PFLU5008,PFLU_5008,xerD,site-specific tyrosine recombinase XerD,DNA integration
PFLU5008,PFLU_5008,xerD,site-specific tyrosine recombinase XerD,DNA recombination
PFLU5008,PFLU_5008,xerD,site-specific tyrosine recombinase XerD,site-specific recombinase activity
PFLU5009,PFLU_5009,rplS,50S ribosomal protein L19,structural constituent of ribosome
